Nationality,Sex,Cause of Death,الوفيات,سبب الوفاة,جنس,الجنسية,سنة
Non-Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,0,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,غير بحريني,2016
Non-Bahraini,Male,Conditions Originating in the Perinental Period,5,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,غير بحريني,2016
Non-Bahraini,Male,Undefined illness,3,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,غير بحريني,2016
Non-Bahraini,Female,Neoplasms,29,الأورام,انثى,غير بحريني,2016
Non-Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",5,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,غير بحريني,2016
Non-Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,غير بحريني,2016
Non-Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,0,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,غير بحريني,2016
Non-Bahraini,Female,Diseases of Genitourinary System,8,أمراض الجهاز التناسلي البولي,انثى,غير بحريني,2016
Non-Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,غير بحريني,2016
Non-Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,غير بحريني,2016
Non-Bahraini,Female,Others,0,أخرى,انثى,غير بحريني,2016
Bahraini,Male,Certain Infectious & Parasitic Diseases,16,الأمراض المعدية (الأنتانية والطفيلية),ذكر,بحريني,2017
Bahraini,Male,Diseases of the Blood & Blood Forming Organs,22,أمراض الدم وأعضاء تكوين الدم,ذكر,بحريني,2017
Bahraini,Male,Diseases of the Nervous System & Sense Organs,25,أمراض الجهاز العصبي,ذكر,بحريني,2017
Bahraini,Male,External Causes of Morbidity & Mortality,87,الأسباب الخارجية للمرض والوفاة,ذكر,بحريني,2017
Bahraini,Female,Neoplasms,202,الأورام,انثى,بحريني,2017
Bahraini,Female,Diseases of the Blood & Blood Forming Organs,13,أمراض الدم وأعضاء تكوين الدم,انثى,بحريني,2017
Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",29,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,بحريني,2017
Bahraini,Female,Diseases of the Nervous System & Sense Organs,23,أمراض الجهاز العصبي,انثى,بحريني,2017
Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,بحريني,2017
Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,12,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,بحريني,2017
Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,10,أمراض الجهاز الهيكلي والنسيج الضام,انثى,بحريني,2017
Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",2,الحمل والولادة والنفاس*,انثى,بحريني,2017
Bahraini,Female,Undefined illness,23,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,بحريني,2017
Bahraini,Female,External Causes of Morbidity & Mortality,30,الأسباب الخارجية للمرض والوفاة,انثى,بحريني,2017
Non-Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,غير بحريني,2017
Non-Bahraini,Male,Diseases of the Musculoskelatal System & Connective Tissue,4,أمراض الجهاز الهيكلي والنسيج الضام,ذكر,غير بحريني,2017
Non-Bahraini,Male,Diseases of Genitourinary System,7,أمراض الجهاز التناسلي البولي,ذكر,غير بحريني,2017
Non-Bahraini,Male,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,ذكر,غير بحريني,2017
Non-Bahraini,Male,Conditions Originating in the Perinental Period,15,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,غير بحريني,2017
Non-Bahraini,Male,Undefined illness,2,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,غير بحريني,2017
Non-Bahraini,Male,Others,0,أخرى,ذكر,غير بحريني,2017
Non-Bahraini,Female,Certain Infectious & Parasitic Diseases,3,الأمراض المعدية (الأنتانية والطفيلية),انثى,غير بحريني,2017
Non-Bahraini,Female,Neoplasms,29,الأورام,انثى,غير بحريني,2017
Non-Bahraini,Female,Mental Disorder,0,الإضطرابات العقلية,انثى,غير بحريني,2017
Non-Bahraini,Female,Diseases of the Nervous System & Sense Organs,4,أمراض الجهاز العصبي,انثى,غير بحريني,2017
Non-Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,غير بحريني,2017
Non-Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,غير بحريني,2017
Non-Bahraini,Female,Diseases of the Circulatory System,53,أمراض الجهاز الدوري,انثى,غير بحريني,2017
Non-Bahraini,Female,Diseases of the Digestive System,5,أمراض الجهاز الهضمي,انثى,غير بحريني,2017
Non-Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,0,أمراض الجهاز الهيكلي والنسيج الضام,انثى,غير بحريني,2017
Non-Bahraini,Female,Conditions Originating in the Perinental Period,10,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,غير بحريني,2017
Bahraini,Male,Neoplasms,170,الأورام,ذكر,بحريني,2018
Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",25,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,بحريني,2018
Bahraini,Male,Diseases of the Nervous System & Sense Organs,36,أمراض الجهاز العصبي,ذكر,بحريني,2018
Bahraini,Male,Diseases of the Circulatory System,641,أمراض الجهاز الدوري,ذكر,بحريني,2018
Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,5,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,بحريني,2018
Bahraini,Male,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,ذكر,بحريني,2018
Bahraini,Male,Congential Anomalies,21,العيوب والتشوهات خلقية,ذكر,بحريني,2018
Bahraini,Male,Undefined illness,48,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,بحريني,2018
Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,بحريني,2018
Bahraini,Female,Neoplasms,228,الأورام,انثى,بحريني,2018
Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,بحريني,2018
Bahraini,Female,Diseases of the Ear & Mastoid Process,1,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,بحريني,2018
Bahraini,Female,Diseases of the Respiratory System,90,أمراض الجهاز التنفسي,انثى,بحريني,2018
Bahraini,Female,Diseases of the Digestive System,23,أمراض الجهاز الهضمي,انثى,بحريني,2018
Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,7,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,بحريني,2018
Bahraini,Female,Diseases of Genitourinary System,65,أمراض الجهاز التناسلي البولي,انثى,بحريني,2018
Bahraini,Female,Conditions Originating in the Perinental Period,22,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,بحريني,2018
Non-Bahraini,Male,Certain Infectious & Parasitic Diseases,9,الأمراض المعدية (الأنتانية والطفيلية),ذكر,غير بحريني,2018
Non-Bahraini,Male,Diseases of the Blood & Blood Forming Organs,2,أمراض الدم وأعضاء تكوين الدم,ذكر,غير بحريني,2018
Non-Bahraini,Male,Diseases of the Circulatory System,281,أمراض الجهاز الدوري,ذكر,غير بحريني,2018
Non-Bahraini,Male,Undefined illness,2,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,غير بحريني,2018
Non-Bahraini,Male,External Causes of Morbidity & Mortality,112,الأسباب الخارجية للمرض والوفاة,ذكر,غير بحريني,2018
Non-Bahraini,Female,Certain Infectious & Parasitic Diseases,8,الأمراض المعدية (الأنتانية والطفيلية),انثى,غير بحريني,2018
Non-Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",4,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,غير بحريني,2018
Non-Bahraini,Female,Diseases of the Nervous System & Sense Organs,3,أمراض الجهاز العصبي,انثى,غير بحريني,2018
Non-Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,غير بحريني,2018
Non-Bahraini,Female,Diseases of the Circulatory System,76,أمراض الجهاز الدوري,انثى,غير بحريني,2018
Non-Bahraini,Female,Diseases of the Respiratory System,15,أمراض الجهاز التنفسي,انثى,غير بحريني,2018
Non-Bahraini,Female,Diseases of the Digestive System,9,أمراض الجهاز الهضمي,انثى,غير بحريني,2018
Non-Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",3,الحمل والولادة والنفاس*,انثى,غير بحريني,2018
Non-Bahraini,Female,Congential Anomalies,8,العيوب والتشوهات خلقية,انثى,غير بحريني,2018
Bahraini,Male,Neoplasms,215,الأورام,ذكر,بحريني,2019
Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,بحريني,2019
Bahraini,Male,Diseases of the Respiratory System,93,أمراض الجهاز التنفسي,ذكر,بحريني,2019
Bahraini,Male,Diseases of Genitourinary System,62,أمراض الجهاز التناسلي البولي,ذكر,بحريني,2019
Bahraini,Male,"Pregnancy, Child-Birth & the Puerperium*",1,الحمل والولادة والنفاس*,ذكر,بحريني,2019
Bahraini,Male,Others,1,أخرى,ذكر,بحريني,2019
Bahraini,Female,Certain Infectious & Parasitic Diseases,17,الأمراض المعدية (الأنتانية والطفيلية),انثى,بحريني,2019
Bahraini,Female,Neoplasms,221,الأورام,انثى,بحريني,2019
Bahraini,Female,Diseases of the Blood & Blood Forming Organs,17,أمراض الدم وأعضاء تكوين الدم,انثى,بحريني,2019
Bahraini,Female,Diseases of the Digestive System,48,أمراض الجهاز الهضمي,انثى,بحريني,2019
Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,7,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,بحريني,2019
Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,انثى,بحريني,2019
Bahraini,Female,Undefined illness,24,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,بحريني,2019
Bahraini,Female,Others,1,أخرى,انثى,بحريني,2019
Non-Bahraini,Male,Neoplasms,20,الأورام,ذكر,غير بحريني,2019
Non-Bahraini,Male,Diseases of the Blood & Blood Forming Organs,1,أمراض الدم وأعضاء تكوين الدم,ذكر,غير بحريني,2019
Non-Bahraini,Male,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,ذكر,غير بحريني,2019
Non-Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,غير بحريني,2019
Non-Bahraini,Male,Diseases of the Digestive System,8,أمراض الجهاز الهضمي,ذكر,غير بحريني,2019
